0	0.000032
8	0.000159
16	0.000669
24	0.002800
32	0.011711
40	0.040065
48	-0.139143
56	0.090127
64	-0.074922
72	-0.123269
80	0.523456
88	-0.695314
96	0.729389
104	-0.745098
112	0.543038
120	-0.032806
128	-0.101077
136	0.208902
144	-0.093466
152	-0.040779
160	0.551189
168	-0.728545
176	0.722507
184	-0.695759
192	0.547447
200	-0.078034
208	-0.059699
216	0.156185
224	-0.080927
232	-0.045434
240	0.521895
248	-0.731092
256	0.749674
264	-0.678561
272	0.539694
280	-0.059483
288	0.022587
296	0.153330
304	-0.035431
312	0.089609
320	0.026192
328	0.006262
336	0.001497
344	0.000355
352	0.000072
360	0.000000
